customer_id,fisrt_name,second_name,gender,date_of_birth,city,state,occupation,customer_segment,annual_income,join_date
CUST01148,Robert,Allen,Male,10/17/1962,Lima,Lima,Data Analyst,Premium,125233,8/19/2022
CUST01149,Margaret,Miller,Female,4/3/1995,Dublin,Leinster,Data Analyst,Premium,152212,6/30/2024
CUST01150,Emma,Garcia,Female,4/16/1977,Shanghai,Shanghai,Lawyer,Premium,190022,3/16/2022
CUST01151,Brian,Miller,Male,3/14/1999,New York,New York,Customer Support,Retail,83977,5/9/2025
CUST01152,Benjamin,Moore,Male,2/1/1989,Seoul,Seoul,Financial Analyst,Premium,145041,2/26/2021
CUST01153,Anna,Moore,Female,7/2/2006,Houston,Texas,Architect,Premium,152988,2/21/2022
CUST01154,Larry,Campbell,Male,11/21/2003,Mumbai,Maharashtra,Pharmacist,Premium,155195,4/23/2025
CUST01155,Angela,Gonzalez,Female,8/8/1979,San Francisco,California,Customer Support,Retail,37350,5/24/2026
CUST01156,Lisa,Martinez,Female,11/9/1982,Sao Paulo,Sao Paulo,Accountant,Retail,28279,11/25/2018
CUST01157,Sophia,Anderson,Female,4/8/1964,Santiago,Santiago Metropolitan,Data Analyst,Premium,142627,4/12/2023
CUST01158,Janet,Scott,Female,9/5/1976,Sydney,New South Wales,Retail Manager,Retail,37825,9/7/2018
CUST01159,Katherine,Campbell,Female,2/10/1974,Mexico City,CDMX,Chef,Retail,60473,12/5/2024
CUST01160,Gregory,Mitchell,Male,3/6/1984,Shanghai,Shanghai,Lawyer,Premium,140007,2/10/2026
CUST01161,Richard,Jackson,Male,1/8/1967,Hong Kong,Hong Kong,Financial Analyst,Premium,108594,6/3/2024
CUST01162,Maria,Walker,Female,4/8/1967,Lagos,Lagos,Project Manager,Premium,115597,3/23/2021
CUST01163,Elizabeth,Moore,Female,7/6/1989,Moscow,Moscow,Marketing Specialist,Retail,47136,10/25/2019
CUST01164,Janet,Walker,Female,10/26/1959,Santiago,Santiago Metropolitan,Business Analyst,Premium,127300,5/8/2026
CUST01165,Sophia,Torres,Female,6/26/1960,Beijing,Beijing,Retail Manager,Retail,89706,4/7/2025
CUST01166,Samantha,Thompson,Female,9/16/1970,Houston,Texas,Retail Manager,Retail,50545,9/16/2021
CUST01167,Jason,Brown,Male,2/18/1995,Seoul,Seoul,Marketing Specialist,Retail,75779,1/28/2025
CUST01168,Donald,Campbell,Male,10/26/1986,Buenos Aires,Buenos Aires,Accountant,Retail,71145,10/23/2020
CUST01169,Frank,Jackson,Male,12/18/1988,Lima,Lima,Data Analyst,Premium,154202,11/10/2025
CUST01170,Sandra,Scott,Female,11/15/2007,Melbourne,Victoria,Data Analyst,Premium,108447,7/5/2020
CUST01171,Gary,Smith,Male,6/3/1985,Santiago,Santiago Metropolitan,Student,Retail,13283,5/1/2019
CUST01172,Carolyn,Walker,Female,1/13/1982,Berlin,Berlin,Pharmacist,Premium,191909,3/1/2019
CUST01173,Scott,Taylor,Male,9/15/1985,Sao Paulo,Sao Paulo,Researcher,Retail,81161,9/12/2018
CUST01174,Donald,Carter,Male,11/8/1964,Miami,Florida,Student,Retail,10270,5/13/2026
CUST01175,Shirley,Lopez,Female,5/29/1985,Dublin,Leinster,Electrician,Retail,43783,9/6/2019
CUST01176,Ashley,Johnson,Female,10/16/1986,Jakarta,Jakarta,Electrician,Retail,42312,8/29/2024
CUST01177,Michael,Gonzalez,Male,5/29/1961,Istanbul,Istanbul,Customer Support,Retail,39807,8/20/2020
CUST01178,Linda,Scott,Female,7/18/1966,Cairo,Cairo,Student,Retail,3881,3/30/2022
CUST01179,Sophia,Hall,Female,1/9/1958,London,England,Electrician,Retail,68677,11/2/2021
CUST01180,Melissa,Ramirez,Female,11/16/1994,Seattle,Washington,Mechanic,Retail,35175,3/13/2026
CUST01181,Nicholas,Hernandez,Male,5/6/1986,Beijing,Beijing,Administrative Assistant,Retail,41740,4/10/2019
CUST01182,Justin,Baker,Male,7/30/1965,Los Angeles,California,Business Analyst,Premium,108119,7/29/2023
CUST01183,Pamela,Thomas,Female,6/21/1964,Hong Kong,Hong Kong,Retail Manager,Retail,50545,1/25/2024
CUST01184,Justin,Rivera,Male,8/13/1959,Tokyo,Tokyo,Marketing Specialist,Retail,78450,4/4/2023
CUST01185,Barbara,Lewis,Female,4/7/1959,Atlanta,Georgia,Architect,Premium,102110,7/6/2025
CUST01186,Sarah,Nguyen,Female,11/17/1959,Delhi,Delhi,Researcher,Retail,68565,8/7/2023
CUST01187,Michelle,Brown,Female,9/23/1986,Moscow,Moscow,Marketing Specialist,Retail,59543,3/27/2026
CUST01188,Amanda,Campbell,Female,9/21/1974,Chicago,Illinois,Graphic Designer,Retail,76157,9/21/2018
CUST01189,Gary,Adams,Male,2/17/1977,Madrid,Madrid,Nurse,Retail,62551,8/11/2018
CUST01190,Carol,Baker,Female,6/30/1985,Manila,Metro Manila,Data Analyst,Premium,83756,1/13/2023
CUST01191,Katherine,Davis,Female,7/24/1970,Houston,Texas,Nurse,Retail,49495,5/13/2024
CUST01192,Paul,White,Male,5/3/1983,Delhi,Delhi,Architect,Premium,198055,11/17/2019
CUST01193,Susan,Martinez,Female,6/14/1990,Tokyo,Tokyo,Chef,Retail,88733,3/20/2026
CUST01194,John,Garcia,Male,4/28/1963,Osaka,Osaka,Electrician,Retail,77890,10/4/2022
CUST01195,Alexander,Torres,Male,2/7/1989,Bangkok,Bangkok,Nurse,Retail,50832,6/30/2019
CUST01196,Charles,Allen,Male,8/1/1985,Cape Town,Western Cape,Retail Manager,Retail,50368,9/30/2025
CUST01197,Matthew,Nelson,Male,7/28/2007,Bengaluru,Karnataka,Student,Retail,4033,4/19/2022
CUST01198,Kimberly,Anderson,Female,8/15/1964,London,England,Operations Manager,Premium,175186,12/19/2021
CUST01199,Jacob,Sanchez,Male,2/16/1986,Sydney,New South Wales,Lawyer,Premium,230670,10/6/2025
CUST01200,Kenneth,Thomas,Male,5/19/1969,Auckland,Auckland,Mechanic,Retail,35677,4/24/2022
CUST01201,George,Hill,Male,5/22/1977,Lagos,Lagos,Student,Retail,4835,5/22/2025
CUST01202,Carol,Martin,Female,1/23/2008,Cape Town,Western Cape,Administrative Assistant,Retail,71776,9/26/2018
CUST01203,William,Torres,Male,8/31/1990,Santiago,Santiago Metropolitan,Operations Manager,Premium,120305,11/4/2018
CUST01204,Helen,Lee,Female,1/7/1988,Delhi,Delhi,Financial Analyst,Premium,171484,12/1/2025
CUST01205,Tyler,Johnson,Male,9/15/1990,Mumbai,Maharashtra,HR Specialist,Retail,79815,5/1/2019
CUST01206,Jacob,Sanchez,Male,12/11/1996,Berlin,Berlin,Lawyer,Premium,149376,8/19/2023
CUST01207,Sarah,Jackson,Female,1/19/1967,Mexico City,CDMX,Nurse,Retail,35118,8/1/2023
CUST01208,Edward,Wilson,Male,6/10/1979,Moscow,Moscow,Chef,Retail,31753,7/31/2022
CUST01209,Amy,Baker,Female,8/13/2001,Montreal,Quebec,Pharmacist,Premium,205939,4/3/2023
CUST01210,Jonathan,Green,Male,3/12/2003,Singapore,Singapore,Lawyer,Premium,140378,5/10/2023
CUST01211,Barbara,Flores,Female,8/18/2007,Toronto,Ontario,Entrepreneur,SME,220247,6/24/2022
CUST01212,Katherine,Robinson,Female,5/27/1972,Cairo,Cairo,Administrative Assistant,Retail,78045,5/29/2025
CUST01213,Gregory,Wright,Male,9/2/2005,Jakarta,Jakarta,Accountant,Retail,63651,6/15/2018
CUST01214,Jennifer,Garcia,Female,3/31/1992,Istanbul,Istanbul,Administrative Assistant,Retail,62015,3/13/2018
CUST01215,Steven,Baker,Male,10/23/1972,Atlanta,Georgia,Driver,Retail,79472,11/25/2020
CUST01216,Cynthia,Lee,Female,8/28/1983,Paris,Ile-de-France,Mechanic,Retail,40906,11/26/2022
CUST01217,Andrew,Lewis,Male,4/27/2004,Beijing,Beijing,Nurse,Retail,38297,1/1/2025
CUST01218,Anna,Brown,Female,3/12/1985,Chicago,Illinois,Lawyer,Premium,279681,11/18/2021
CUST01219,Amy,Hill,Female,10/12/1969,Jakarta,Jakarta,HR Specialist,Retail,45586,7/21/2019
CUST01220,Rachel,Jackson,Female,8/26/1955,Bengaluru,Karnataka,Marketing Specialist,Retail,31305,4/23/2023
CUST01221,Elizabeth,Young,Female,6/12/1961,Mexico City,CDMX,Civil Engineer,Premium,129063,1/21/2026
CUST01222,Samantha,Hall,Female,9/1/1977,Dublin,Leinster,Electrician,Retail,33016,12/21/2022
CUST01223,Raymond,Campbell,Male,1/24/1958,Bangkok,Bangkok,Retail Manager,Retail,35518,4/28/2024
CUST01224,Jacob,Thompson,Male,7/22/1972,Nairobi,Nairobi County,Civil Engineer,Premium,93041,11/16/2023
CUST01225,John,Perez,Male,6/2/1973,New York,New York,Consultant,SME,94938,4/23/2018
CUST01226,Samantha,Jones,Female,12/6/1988,Istanbul,Istanbul,Accountant,Retail,48545,4/14/2020
CUST01227,Frank,Young,Male,5/5/1967,Delhi,Delhi,Chef,Retail,84451,4/4/2025
CUST01228,Gregory,Nelson,Male,12/9/1997,Shanghai,Shanghai,Mechanic,Retail,71345,12/22/2019
CUST01229,Scott,Young,Male,6/10/1996,Manila,Metro Manila,Consultant,SME,84600,4/1/2019
CUST01230,Jacob,Scott,Male,7/18/2004,Santiago,Santiago Metropolitan,Graphic Designer,Retail,54016,9/22/2024
CUST01231,Shirley,Miller,Female,12/15/1990,Bengaluru,Karnataka,Electrician,Retail,75896,1/1/2019
CUST01232,Justin,Johnson,Male,5/11/1977,Toronto,Ontario,Financial Analyst,Premium,164660,6/3/2018
CUST01233,Karen,Baker,Female,5/5/1980,Bengaluru,Karnataka,Driver,Retail,61131,2/11/2021
CUST01234,Pamela,Robinson,Female,6/19/1965,Santiago,Santiago Metropolitan,Chef,Retail,28507,10/28/2022
CUST01235,Tyler,Wright,Male,5/28/1980,Atlanta,Georgia,Lawyer,Premium,150548,1/13/2021
CUST01236,Margaret,Allen,Female,9/13/1991,Rome,Lazio,Consultant,SME,70939,11/5/2024
CUST01237,Maria,Jones,Female,4/7/1988,Hong Kong,Hong Kong,Consultant,SME,197783,9/3/2025
CUST01238,Betty,Williams,Female,8/20/1969,Houston,Texas,Consultant,SME,100041,12/7/2025
CUST01239,Jessica,Flores,Female,11/11/1984,Dublin,Leinster,Sales Associate,Retail,64615,8/24/2024
CUST01240,Cynthia,Jackson,Female,1/4/1974,Beijing,Beijing,Mechanic,Retail,36866,8/8/2020
CUST01241,Jonathan,Young,Male,10/18/1964,Hong Kong,Hong Kong,Sales Associate,Retail,48080,2/22/2019
CUST01242,Angela,Garcia,Female,1/2/1981,Bangkok,Bangkok,Civil Engineer,Premium,121525,11/20/2022
CUST01243,George,Lewis,Male,10/14/1974,Los Angeles,California,Bank Teller,Retail,74180,3/8/2023
CUST01244,Janet,Smith,Female,4/25/1967,Osaka,Osaka,Marketing Specialist,Retail,73751,12/4/2023
CUST01245,Donald,Torres,Male,6/22/1990,London,England,Software Engineer,Premium,116686,2/20/2020
CUST01246,Sarah,Anderson,Female,10/3/1960,Rio de Janeiro,Rio de Janeiro,Civil Engineer,Premium,129009,10/8/2020
CUST01247,Timothy,Taylor,Male,10/1/1997,Singapore,Singapore,Mechanic,Retail,35428,6/1/2023
CUST01248,Alexander,Harris,Male,11/4/1971,Beijing,Beijing,Data Analyst,Premium,112329,9/15/2024
CUST01249,Michael,Allen,Male,5/31/1993,Beijing,Beijing,Lawyer,Premium,155531,7/6/2022
CUST01250,Barbara,Thompson,Female,10/24/1989,Moscow,Moscow,Graphic Designer,Retail,85864,9/20/2018
CUST01251,James,Williams,Male,10/16/1998,Cape Town,Western Cape,Customer Support,Retail,44176,4/11/2019
CUST01252,Stephen,Lopez,Male,9/30/1998,Rome,Lazio,Doctor,Premium,153572,6/19/2020
CUST01253,Anthony,Thompson,Male,1/16/1966,Dublin,Leinster,Lawyer,Premium,274023,2/5/2020
CUST01254,William,Ramirez,Male,10/18/1985,Jakarta,Jakarta,Chef,Retail,28201,5/23/2021
CUST01255,Gregory,Wilson,Male,10/4/1969,Sydney,New South Wales,Electrician,Retail,42153,1/4/2023
CUST01256,Emily,Nelson,Female,9/2/1985,Lagos,Lagos,Chef,Retail,29663,2/22/2023
CUST01257,Edward,Nelson,Male,10/1/1973,Bengaluru,Karnataka,Entrepreneur,SME,80901,5/4/2020
CUST01258,Helen,White,Female,8/16/1997,Moscow,Moscow,Retail Manager,Retail,47786,10/28/2025
CUST01259,Kevin,Carter,Male,11/19/1979,Dublin,Leinster,Administrative Assistant,Retail,71904,12/7/2021
CUST01260,Michelle,Baker,Female,5/5/1973,Madrid,Madrid,Consultant,SME,238362,6/27/2023
CUST01261,Mary,Nguyen,Female,1/21/1958,Hong Kong,Hong Kong,Lawyer,Premium,250832,7/27/2018
CUST01262,Robert,Moore,Male,12/22/1998,Chicago,Illinois,Operations Manager,Premium,116161,12/5/2024
CUST01263,Jason,Hill,Male,4/18/1983,Houston,Texas,Chef,Retail,55396,12/30/2020
CUST01264,Jonathan,Flores,Male,10/10/1963,Houston,Texas,Accountant,Retail,42189,2/3/2019
CUST01265,Helen,Flores,Female,12/10/1983,Madrid,Madrid,Marketing Specialist,Retail,62710,4/27/2019
CUST01266,Daniel,Anderson,Male,5/6/1980,San Francisco,California,Software Engineer,Premium,107776,4/25/2018
CUST01267,Sophia,Adams,Female,12/2/1975,Vancouver,British Columbia,Customer Support,Retail,46936,12/12/2018
CUST01268,Cynthia,Wright,Female,12/29/1980,Hong Kong,Hong Kong,Operations Manager,Premium,115333,9/18/2022
CUST01269,Raymond,Robinson,Male,11/3/1972,Paris,Ile-de-France,Sales Associate,Retail,41955,4/18/2022
CUST01270,Ryan,Thompson,Male,11/10/1997,Madrid,Madrid,Electrician,Retail,56279,3/27/2018
CUST01271,Carolyn,Torres,Female,7/16/1987,San Francisco,California,Driver,Retail,53231,4/4/2026
CUST01272,Dennis,King,Male,1/20/2002,San Francisco,California,Pharmacist,Premium,112226,7/11/2023
CUST01273,Frank,Jackson,Male,4/15/1980,Abu Dhabi,Abu Dhabi,Teacher,Retail,86796,8/3/2022
CUST01274,Rebecca,Lopez,Female,3/30/1964,Abu Dhabi,Abu Dhabi,Project Manager,Premium,110355,10/24/2019
CUST01275,Raymond,Taylor,Male,2/19/1975,Cairo,Cairo,Nurse,Retail,82416,5/3/2025
CUST01276,Thomas,Adams,Male,2/2/1984,London,England,Software Engineer,Premium,103226,6/3/2021
CUST01277,Anthony,Brown,Male,3/2/1959,Dubai,Dubai,Pharmacist,Premium,171028,5/29/2020
CUST01278,Gregory,Torres,Male,10/14/1969,Mexico City,CDMX,Mechanic,Retail,80338,6/4/2021
CUST01279,Angela,Garcia,Female,8/9/1991,Singapore,Singapore,Driver,Retail,50084,1/1/2024
CUST01280,Christine,Scott,Female,1/17/1958,Bogota,Bogota,Nurse,Retail,51036,4/19/2024
CUST01281,Patricia,Brown,Female,10/17/1977,New York,New York,Teacher,Retail,83120,4/15/2020
CUST01282,Nancy,Harris,Female,11/28/1957,Moscow,Moscow,Consultant,SME,108589,6/6/2019
CUST01283,Benjamin,Harris,Male,4/30/1976,Sydney,New South Wales,Administrative Assistant,Retail,52291,11/8/2018
CUST01284,Scott,Davis,Male,3/10/1998,Cairo,Cairo,Business Analyst,Premium,119902,7/21/2022
CUST01285,Rebecca,Jones,Female,7/18/1997,London,England,HR Specialist,Retail,60798,11/13/2024
CUST01286,Melissa,Roberts,Female,9/18/1955,Beijing,Beijing,Operations Manager,Premium,173851,8/17/2018
CUST01287,Tyler,Moore,Male,4/29/1998,Lagos,Lagos,Researcher,Retail,64503,7/29/2023
CUST01288,Elizabeth,Hall,Female,11/18/1959,Lima,Lima,HR Specialist,Retail,69748,4/16/2025
CUST01289,Sarah,Thompson,Female,2/22/1990,Seoul,Seoul,Architect,Premium,110083,3/13/2023
CUST01290,Frank,Johnson,Male,12/20/1958,Rio de Janeiro,Rio de Janeiro,Operations Manager,Premium,84566,5/30/2022
CUST01291,Amanda,Torres,Female,8/11/1988,Istanbul,Istanbul,Business Analyst,Premium,122748,5/8/2019
CUST01292,Deborah,Rivera,Female,4/1/1966,Manila,Metro Manila,Entrepreneur,SME,225343,12/29/2020
CUST01293,Betty,Clark,Female,9/7/1985,Bangkok,Bangkok,Marketing Specialist,Retail,40454,1/16/2018
CUST01294,Cynthia,Torres,Female,10/12/2002,Rio de Janeiro,Rio de Janeiro,Driver,Retail,60210,8/9/2024
CUST01295,William,Moore,Male,3/21/1981,Singapore,Singapore,Nurse,Retail,82113,5/3/2023
CUST01296,Helen,Lopez,Female,5/31/2003,Toronto,Ontario,Driver,Retail,30477,6/15/2024
CUST01297,Brandon,Nelson,Male,5/16/1957,Auckland,Auckland,Software Engineer,Premium,106117,7/4/2025
CUST01298,James,White,Male,8/11/1996,Johannesburg,Gauteng,Entrepreneur,SME,207679,4/8/2018
CUST01299,Larry,Walker,Male,7/18/1984,Rio de Janeiro,Rio de Janeiro,Architect,Premium,165650,4/27/2023
CUST01300,Elizabeth,Martinez,Female,4/3/1979,Singapore,Singapore,Data Analyst,Premium,159154,3/4/2019
CUST01301,Kevin,Hall,Male,9/23/1998,Auckland,Auckland,Project Manager,Premium,113257,4/15/2025
CUST01302,Gregory,Rivera,Male,9/8/1979,Rome,Lazio,Teacher,Retail,68611,8/13/2020
CUST01303,William,Miller,Male,7/17/1958,Beijing,Beijing,Nurse,Retail,64169,1/6/2026
CUST01304,Amanda,Anderson,Female,1/14/1964,Auckland,Auckland,Marketing Specialist,Retail,89160,2/14/2025
CUST01305,Sophia,Lopez,Female,10/26/2001,Paris,Ile-de-France,Teacher,Retail,89512,10/5/2023
CUST01306,Charles,Campbell,Male,8/23/1978,Miami,Florida,Data Analyst,Premium,178116,2/4/2024
CUST01307,Scott,Lee,Male,11/14/1978,San Francisco,California,Doctor,Premium,224010,11/21/2023
CUST01308,James,Hill,Male,10/16/1999,Vancouver,British Columbia,Chef,Retail,69342,1/6/2026
CUST01309,David,Baker,Male,12/10/1959,Osaka,Osaka,Researcher,Retail,71221,3/20/2023
CUST01310,James,Allen,Male,8/21/2007,Miami,Florida,Retail Manager,Retail,56683,10/7/2021
CUST01311,Betty,Lee,Female,8/20/2005,Rio de Janeiro,Rio de Janeiro,Consultant,SME,125491,7/27/2023
CUST01312,Jacob,Green,Male,3/11/1993,Mexico City,CDMX,Student,Retail,7303,1/23/2025
CUST01313,Olivia,Allen,Female,5/2/1987,San Francisco,California,Doctor,Premium,172466,1/9/2019
CUST01314,John,Martinez,Male,12/15/2000,Jakarta,Jakarta,Project Manager,Premium,170619,1/8/2024
CUST01315,Brian,Clark,Male,8/1/1972,Seoul,Seoul,Marketing Specialist,Retail,88545,8/12/2019
CUST01316,Jessica,Rivera,Female,11/14/1971,Melbourne,Victoria,Doctor,Premium,248905,7/2/2019
CUST01317,Deborah,Williams,Female,11/14/1979,Buenos Aires,Buenos Aires,Entrepreneur,SME,78742,6/25/2020
CUST01318,Thomas,Miller,Male,9/14/1969,Bengaluru,Karnataka,Bank Teller,Retail,38858,3/22/2021
CUST01319,Susan,Thomas,Female,5/7/1997,Atlanta,Georgia,Nurse,Retail,80012,8/16/2022
CUST01320,George,Young,Male,5/4/1998,Shanghai,Shanghai,Financial Analyst,Premium,131047,2/17/2019
CUST01321,Brenda,Allen,Female,3/22/1991,Nairobi,Nairobi County,Operations Manager,Premium,106752,5/9/2023
CUST01322,Stephen,Harris,Male,11/8/1955,Dublin,Leinster,Consultant,SME,216661,6/15/2026
CUST01323,Donald,Martin,Male,5/30/1971,London,England,Nurse,Retail,31677,5/10/2024
CUST01324,Steven,Scott,Male,3/22/1963,Seoul,Seoul,Project Manager,Premium,169093,6/25/2023
CUST01325,Nicholas,Miller,Male,2/10/1972,Houston,Texas,Electrician,Retail,85634,7/23/2018
CUST01326,Matthew,Harris,Male,5/23/1974,Bengaluru,Karnataka,Sales Associate,Retail,60355,6/28/2023
CUST01327,Debra,Carter,Female,10/21/1963,San Francisco,California,Financial Analyst,Premium,120844,3/17/2021
CUST01328,Kimberly,Miller,Female,4/7/1958,Sydney,New South Wales,Operations Manager,Premium,141236,10/18/2021
CUST01329,Rachel,Moore,Female,2/3/1994,London,England,Architect,Premium,147678,6/6/2022
CUST01330,Jerry,Ramirez,Male,12/19/1991,Moscow,Moscow,Chef,Retail,79442,9/17/2022
CUST01331,Carolyn,Martin,Female,7/1/1956,Manila,Metro Manila,Researcher,Retail,42660,11/18/2020
CUST01332,Sandra,Nguyen,Female,9/2/1957,Santiago,Santiago Metropolitan,Customer Support,Retail,28033,4/22/2019
CUST01333,Donald,Garcia,Male,10/14/2007,Bogota,Bogota,Data Analyst,Premium,137379,7/8/2021
CUST01334,Sarah,Green,Female,11/14/2004,Osaka,Osaka,Sales Associate,Retail,45714,2/18/2025
CUST01335,Joshua,White,Male,6/22/1999,Houston,Texas,Driver,Retail,63184,3/26/2019
CUST01336,Olivia,Davis,Female,1/14/2002,Tokyo,Tokyo,Marketing Specialist,Retail,87128,1/23/2022
CUST01337,Brandon,Hernandez,Male,8/3/1976,San Francisco,California,Researcher,Retail,63125,7/14/2019
CUST01338,Emily,Jackson,Female,9/12/1969,Vancouver,British Columbia,Researcher,Retail,57084,2/6/2020
CUST01339,Karen,Scott,Female,6/14/1962,Johannesburg,Gauteng,Pharmacist,Premium,120854,6/23/2023
CUST01340,Sarah,Scott,Female,7/19/1955,Moscow,Moscow,Graphic Designer,Retail,58892,3/17/2022
CUST01341,Joshua,Jones,Male,5/19/1987,Buenos Aires,Buenos Aires,Teacher,Retail,41838,4/3/2019
CUST01342,Dennis,Mitchell,Male,8/5/1955,Shanghai,Shanghai,Nurse,Retail,46756,3/19/2024
CUST01343,Edward,Johnson,Male,5/29/2001,Rome,Lazio,Pharmacist,Premium,109490,7/18/2019
CUST01344,Shirley,Johnson,Female,7/19/1999,Cape Town,Western Cape,Pharmacist,Premium,90537,8/16/2021
CUST01345,Ryan,Robinson,Male,3/26/1973,New York,New York,Data Analyst,Premium,176104,7/6/2018
CUST01346,David,Williams,Male,2/11/1994,London,England,Entrepreneur,SME,210673,3/25/2022
CUST01347,Olivia,Carter,Female,6/2/1998,Jakarta,Jakarta,Chef,Retail,89359,11/19/2019
CUST01348,Tyler,Lopez,Male,9/11/1966,Vancouver,British Columbia,Electrician,Retail,84836,1/25/2021
CUST01349,Michelle,Garcia,Female,1/13/1985,Delhi,Delhi,Teacher,Retail,49033,8/23/2024
CUST01350,Kenneth,Martin,Male,5/14/1958,Hong Kong,Hong Kong,Business Analyst,Premium,172222,11/3/2022
CUST01351,Jason,Jackson,Male,1/7/1970,Cape Town,Western Cape,Customer Support,Retail,52311,8/30/2020
CUST01352,Olivia,Harris,Female,12/26/1983,Santiago,Santiago Metropolitan,Project Manager,Premium,138841,2/13/2024
CUST01353,Jeffrey,Clark,Male,1/2/1960,Abu Dhabi,Abu Dhabi,Teacher,Retail,74459,4/24/2022
CUST01354,Kevin,Mitchell,Male,9/27/1966,Istanbul,Istanbul,Driver,Retail,52555,7/22/2019
CUST01355,David,Sanchez,Male,8/7/1993,Dublin,Leinster,Software Engineer,Premium,111923,2/23/2022
CUST01356,Anna,Garcia,Female,4/13/1964,Vancouver,British Columbia,Bank Teller,Retail,29747,6/22/2022
CUST01357,Jason,Jackson,Male,7/3/2007,Los Angeles,California,Financial Analyst,Premium,88283,12/25/2018
CUST01358,Timothy,Davis,Male,12/9/1993,Johannesburg,Gauteng,Operations Manager,Premium,164621,12/13/2021
CUST01359,Cynthia,Torres,Female,12/27/1987,Bengaluru,Karnataka,HR Specialist,Retail,76306,5/6/2021
CUST01360,Richard,Davis,Male,11/13/1971,Lagos,Lagos,Marketing Specialist,Retail,61700,3/17/2018
CUST01361,Helen,Wilson,Female,6/2/1987,Houston,Texas,Data Analyst,Premium,84288,12/25/2023
CUST01362,Edward,Ramirez,Male,5/17/1986,Cairo,Cairo,HR Specialist,Retail,69760,1/29/2024
CUST01363,Eric,Lee,Male,12/29/1968,Shanghai,Shanghai,Teacher,Retail,72324,11/17/2022
CUST01364,Debra,Taylor,Female,5/5/1963,Seattle,Washington,Marketing Specialist,Retail,79453,7/26/2018
CUST01365,Raymond,Perez,Male,3/31/2001,Dublin,Leinster,Accountant,Retail,72015,10/17/2024
CUST01366,Dennis,Lopez,Male,5/18/1963,Manila,Metro Manila,Accountant,Retail,48136,4/27/2026
CUST01367,Amanda,Davis,Female,8/3/1970,New York,New York,Chef,Retail,29115,1/1/2024
CUST01368,Olivia,Jackson,Female,8/20/1957,Auckland,Auckland,Researcher,Retail,57555,6/30/2023
CUST01369,Michael,Torres,Male,12/30/1962,Los Angeles,California,Entrepreneur,SME,159458,8/19/2024
CUST01370,Dennis,Thomas,Male,1/26/1966,Atlanta,Georgia,Administrative Assistant,Retail,49384,3/23/2019
CUST01371,Sophia,Hill,Female,11/19/1983,Seattle,Washington,Retail Manager,Retail,32158,10/4/2024
CUST01372,Janet,Campbell,Female,1/25/1960,Los Angeles,California,Graphic Designer,Retail,28681,3/26/2025
CUST01373,Amanda,Anderson,Female,7/7/2001,Berlin,Berlin,Sales Associate,Retail,45472,9/29/2020
CUST01374,Debra,Harris,Female,12/26/2007,Paris,Ile-de-France,Student,Retail,10743,3/3/2018
CUST01375,Jason,Moore,Male,3/23/1989,Santiago,Santiago Metropolitan,Electrician,Retail,34867,6/18/2024
CUST01376,Edward,Sanchez,Male,9/1/1999,San Francisco,California,Marketing Specialist,Retail,84992,2/22/2022
CUST01377,Michael,Nelson,Male,2/25/1985,San Francisco,California,Nurse,Retail,59643,11/2/2022
CUST01378,Amy,Adams,Female,6/11/2003,Los Angeles,California,Mechanic,Retail,76721,5/12/2026
CUST01379,Matthew,Gonzalez,Male,11/20/2007,Vancouver,British Columbia,Mechanic,Retail,47381,10/9/2022
CUST01380,Nancy,Roberts,Female,9/13/1996,Rio de Janeiro,Rio de Janeiro,Customer Support,Retail,36526,8/28/2020
CUST01381,Susan,Baker,Female,1/25/1956,Sao Paulo,Sao Paulo,Architect,Premium,103388,11/2/2020
CUST01382,Larry,Smith,Male,5/29/1960,Bengaluru,Karnataka,Civil Engineer,Premium,114677,6/29/2025
CUST01383,Elizabeth,Garcia,Female,12/6/1966,Delhi,Delhi,Architect,Premium,99194,9/28/2018
CUST01384,Larry,Allen,Male,3/11/2001,Mumbai,Maharashtra,Architect,Premium,174137,12/6/2022
CUST01385,William,Thomas,Male,5/11/1983,Sydney,New South Wales,HR Specialist,Retail,61903,10/25/2025
CUST01386,Larry,Martin,Male,9/19/1980,Tokyo,Tokyo,Customer Support,Retail,38900,3/13/2020
CUST01387,Jonathan,Campbell,Male,7/6/1992,Cairo,Cairo,Architect,Premium,203451,3/12/2026
CUST01388,Pamela,Hall,Female,11/24/1971,Lima,Lima,Data Analyst,Premium,107473,6/27/2021
CUST01389,Samuel,Flores,Male,12/3/1966,Melbourne,Victoria,Marketing Specialist,Retail,63727,3/27/2020
CUST01390,Brian,Moore,Male,5/20/1956,Atlanta,Georgia,Mechanic,Retail,37609,8/3/2024
CUST01391,Timothy,Rivera,Male,5/10/1990,Cape Town,Western Cape,Marketing Specialist,Retail,65864,7/9/2020
CUST01392,Richard,Harris,Male,12/15/1987,Abu Dhabi,Abu Dhabi,Chef,Retail,42031,12/22/2022
CUST01393,Samantha,Roberts,Female,7/26/1966,Seattle,Washington,Sales Associate,Retail,46825,5/26/2026
CUST01394,David,Moore,Male,4/21/1976,Tokyo,Tokyo,Mechanic,Retail,50740,7/25/2023
CUST01395,Jacob,Johnson,Male,12/24/1965,Seoul,Seoul,Project Manager,Premium,130548,1/5/2022
